;reference;sous_famille;pignon 1;pignon 2;long_pan3;long_pan4;long_pan5;long_pan6;cloison7;cloison8;cloison9;cloison10;kitchenette;lieu_rangement;Liste Expertise;Liste_Amenagement
90;BUNG03243;Bungalow 6m;;;;;;;;;;;;;;pignon1: Pignon ferme 2.5,  passage5: 9.0, 
91;BUNG03377;Bungalow 6m;;;;;;;;;;;Pignon #02 5.0;;;pignon1: Pignon Porte 2.5,  pignon2: Pignon Fenêtre convecteur 7.0,  longpan3: <vide> 1.0,  longpan4: <vide> 1.0,  passage5: 4.0,  passage6: 6.0,  cloison7: null, 
92;BUNG03076;Bungalow 6m;;;;;;;;;;;;tourville ;;
93;BUNG04165;Bungalow 6m;;;;;;;;;;;Pignon #02 5.0;;;
94;BUNG01326;Bungalow 9m;;;;;;;;;;;;;;
95;Bung03400;Bungalow 6m;;;;;;;;;;; 4.0;;;
96;BUNG00115;Bungalow 9m;Pignon Porte 6.0;Pignon Porte 6.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0; 1.0; 1.0;Panneau Plein 2.0; 0.5; 4.0;; Echange Fluo 36 W 1.20M (U) 0.25, , , ;
97;BUNG00464;Bungalow 9m;Pignon Fenêtre clim reversible 10.;Pignon ferme 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;Cloison Porte 4.0; 1.0;Panneau Passage 2.0;Panneau Passage 2.0; 4.0;BTS chilly mazarin ;Echange volet roulant sur fenetres de 2000mm (U) 2.0, Echange canon de serrure(U) 0.5, Echange serrure complète (U) 0.5, Echange porte intérieure (U) 1.5, Nettoyage intérieur cantonnement (M2) 0.1, Peinture extérieure (M2) 0.25, Peinture interieure(M2) 0.25, Poignée de porte int.Etext.(U) 0.25, Poignée de porte condamnation(U) 0.25, Refection Lino(M2) 0.2Echange convecteur (U) 1.0, Echange Pave LED (U) 0.5, Echange Climatiseur Window (U) 3.0, , , ;
98;BUNG01238;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon Fenêtre convecteur 7.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Panneau Passage 2.0; 4.0;;;pignon1: Pignon Fenêtre convecteur 7.0,  longpan3: 1/2 long Pan Plein 2.5,  longpan5: 1/2 long Pan Plein 2.5,  longpan6: 1/2 long Pan Plein 2.5,  cloison_pass9: Panneau Passage 2.0,  cloison_pass10: Panneau Passage 2.0,  config_vestiaires: <n/a> 0.0, 
99;BUNG03277;Bungalow 6m;;;;;;;;;;;;;;pignon1: Pignon sanitaire/WC 10.,  pignon2: Pignon ferme 2.5,  longpan3: Long Pan 6m standard 2.5,  longpan4: Long Pan 6m specifique 6.5,  passage5: 2.0,  passage6: 4.0,  cloison7: null, 
100;Bung03426;Bungalow 6m;;;;;;;;;;;;;;
101;Cont108018;Container;;;;;;;;;;;;;;
102;CONT05850013;Container;;;;;;;;;;;;;;
103;BUNG00234;Bungalow 9m;Pignon mi-Plein/mi-Fenetre 5.0;Pignon Fenêtre convecteur 7.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0; 1.0; 1.0;Panneau Passage 2.0; 0.5;;;;pignon1: Pignon Fenêtre convecteur,  longpan3: <vide>,  longpan4: <vide>,  cloison_pass9: <vide>, 
104;BUNG00483;Bungalow 9m;Pignon sanitaire/WC 10.;Pignon Fenêtre convecteur 7.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0;Cloison Porte 4.0;Cloison Porte 4.0;Porte exterieure 5.0;Porte exterieure 5.0;Pignon #02 5.0;;; pignon2: Pignon Fenêtre convecteur 7.0,  longpan6: <vide> 1.0,  cloison_pass9: Porte exterieure 5.0,  kitchenette: Pignon #02 5.0, 
105;BUNG03041;Bungalow 6m;;;;;;;;;;; 4.0;;; config_sanitaires: communicant 6.5, 
106;BUNG00273;Bungalow 9m;Pignon mi-Plein/mi-Fenetre 5.0;Pignon Fenêtre convecteur 7.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Panneau Plein 2.0;Pignon #01 5.0;;; pignon2: Pignon Fenêtre convecteur 7.0, 
107;BUNG00232;Bungalow 9m;Pignon Fenêtre clim reversible 10.;Pignon mi-Plein/mi-Fenetre 5.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.5; 0.5;Pignon #02 5.0;;;
108;BUNG01104;Bungalow 9m;Pignon mi-Plein/mi-Fenetre 5.0;Pignon mi-Plein/mi-Fenetre 5.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Panneau Passage 2.0;;;;
109;BUNG03102;Bungalow 6m;;;;;;;;;;;;;;
110;Bung03100;Bungalow 6m;;;;;;;;;;; 4.0;;;
111;Cont108020;Container;;;;;;;;;;;;;;
112;BUNG00051;Bungalow 9m;Pignon sanitaire/WC 10.;Pignon Fenêtre convecteur 7.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Porte exterieure 5.0; 4.0;;;
113;BUNG00902;Bungalow 9m; 1.0;Pignon sanitaire/WC 10.;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0;1/2 long Pan Plein 2.5;Cloison Porte 4.0;Cloison Porte 4.0;Porte exterieure 5.0; 0.5;;;;
114;Bung03132;Bungalow 6m;;;;;;;;;;;;;; longpan4: Long Pan 6m standard 2.5, 
115;BUNG00009;Bungalow 9m;Pignon Fenêtre 5.0;Pignon Fenêtre clim reversible 10.; 1.0; 1.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0; 0.5;Porte exterieure 5.0;Pignon #01 5.0;;;pignon1: Pignon Fenêtre 5.0,  pignon2: Pignon Fenêtre clim reversible 10.,  longpan3: <vide> 1.0,  longpan4: <vide> 1.0,  longpan5: 1/2 long Pan Plein 2.5,  longpan6: 1/2 long Pan Plein 2.5,  cloison_int7: <vide> 1.0,  cloison_int8: <vide> 1.0,  cloison_pass9: <vide> 0.5,  cloison_pass10: Porte exterieure 5.0,  kitchenette: Pignon #01 5.0,  config_sanitaires: null,  config_vestiaires: <n/a> 0.0,  config_WC_HF: <n/a> 0.0
116;BUNG03398;Bungalow 6m;;;;;;;;;;;Pignon #02 5.0;;;pignon1: Pignon Porte 2.5,  pignon2: Pignon mi-Plein/mi-Fenetre 5.0,  longpan3: Long Pan 6m standard 2.5,  longpan4: Long Pan 6m standard 2.5,  passage5: 0,0,  passage6: 0,0,  cloison7: null,  kitchenette: Pignon #02 5.0,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: null
117;BUNG03171;Bungalow 6m;;;;;;;;;;;;;;pignon1: Pignon Porte 2.5,  pignon2: Pignon mi-Plein/mi-Fenetre 5.0,  longpan3: Long Pan 6m standard 2.5,  longpan4: <vide> 1.0,  passage5: 0,0,  passage6: 0,0,  cloison7: null,  kitchenette: null,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: null
118;BUNG03288;Bungalow 6m;;;;;;;;;;;;;;
119;Bung00570;Bungalow 9m;Pignon Fenêtre clim reversible 10.;Pignon Fenêtre 5.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.5; 0.5;;chilly mazarin ;;
120;BUNG03116;Bungalow 6m;;;;;;;;;;; 4.0;;;pignon1: Pignon Porte 2.5,  pignon2: <vide> 1.0,  longpan3: Long Pan 6m standard 2.5,  longpan4: Long Pan 6m standard 2.5,  passage5: 0,0,  passage6: 0,0,  cloison7: null,  kitchenette: <vide> 4.0,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: null
121;BUNG00095;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon Fenêtre convecteur 7.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Panneau Passage 2.0; 4.0;;;
122;BUNG04162;Bungalow 6m;;;;;;;;;;;;;;
123;BUNG03557;Bungalow 6m;;;;;;;;;;; 4.0;;;
124;CONT945121;Container;;;;;;;;;;;;;;
125;Cont108015;Container;;;;;;;;;;;;;;
126;CONT110150;Container;;;;;;;;;;;;;;
127;CONT108021;Container;;;;;;;;;;;;;;
128;BUNG00176;Bungalow 9m;Pignon Fenêtre 5.0;Pignon Fenêtre clim reversible 10.;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Cloison Porte 4.0;Cloison Porte 4.0; 0.5; 0.5; 4.0;;Echange Panneau 50/60 mmPU (U) 1.5, Echange fenêtre 1000mm (U) 2.5, Echange fenêtre 2000mm (U) 3.5, Echange porte extérieure(U) 4.0, Echange canon de serrure(U) 0.5, Echange serrure complète (U) 0.5, Poignée de porte int.Etext.(U) 0.25Echange Disjoncteur  C10/C16A (U) 0.25, Echange Fluo 36 W 1.20M (U) 0.25, , , ;pignon1: Pignon Fenêtre 5.0,  longpan5: <vide> 1.0,  cloison_int7: Cloison Porte 4.0,  cloison_int8: Cloison Porte 4.0,  cloison_pass9: <vide> 0.5,  cloison_pass10: <vide> 0.5, 
129;BUNG03331;Bungalow 6m;;;;;;;;;;;Pignon #02 5.0;;; longpan3: <vide> 1.0,  passage5: 4.0,  kitchenette: Pignon #02 5.0, 
130;Bung00672;Bungalow 9m;Pignon mi-Plein/mi-Fenetre 5.0;Pignon mi-Plein/mi-Fenetre 5.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Panneau Passage 2.0; 4.0;chilly mazarin ;;pignon1: Pignon mi-Plein/mi-Fenetre 5.0,  pignon2: Pignon mi-Plein/mi-Fenetre 5.0,  longpan3: 1/2 long Pan Plein 2.5,  longpan4: 1/2 long Pan Plein 2.5,  longpan5: 1/2 long Pan Plein 2.5,  longpan6: 1/2 long Pan Plein 2.5,  cloison_int7: <vide> 1.0,  cloison_int8: <vide> 1.0,  cloison_pass9: Panneau Passage 2.0,  cloison_pass10: Panneau Passage 2.0,  kitchenette: <vide> 4.0,  config_sanitaires: null,  config_vestiaires: <n/a> 0.0,  config_WC_HF: null
131;BUNG00151;Bungalow 9m;Pignon Fenêtre convecteur/window 10.;Pignon Fenêtre convecteur 7.0;1/2 long Pan Plein 2.5; 1.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;Cloison Porte 4.0;Cloison Porte 4.0;Panneau Passage 2.0;Panneau Passage 2.0; 4.0;;Echange canon de serrure(U) 0.5 , , , ;  longpan5: 1/2 long Pan Plein,  longpan6: 1/2 long Pan Plein, 
132;Bung00554;Bungalow 9m;Pignon sanitaire/WC 10.;Pignon Fenêtre clim reversible 10.;1/2 long Pan Plein 2.5; 1.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;Cloison Porte 4.0;Cloison Porte 4.0; 0.5;Porte exterieure 5.0;;chilly mazarin ;;
133;BUNG03158;Bungalow 6m;;;;;;;;;;;;;; pignon2: Pignon Fenêtre convecteur 7.0,  longpan4: <vide> 1.0, 
134;BUNG03267;Bungalow 6m;;;;;;;;;;;;tourville la rivière ;;pignon1: Pignon ferme 2.5,  passage5: 4.0,  passage6: 9.0,  cloison7: null, 
135;BUNG04096;Bungalow 6m;;;;;;;;;;;;;; longpan4: Long Pan 6m specifique 6.5,  passage5: 6.0,  passage6: 9.0, 
136;CONT05850012;Container;;;;;;;;;;;;;;
137;CONT05950018;Container;;;;;;;;;;;;;;
138;BUNG00271;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon Fenêtre convecteur 7.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Panneau Passage 2.0;;;;
139;BUNG04202;Bungalow 6m;;;;;;;;;;;;;;
140;BUNG03343;Bungalow 6m;;;;;;;;;;;;;;
141;BUNG03224;Bungalow 6m;;;;;;;;;;;Pignon #02 5.0;;; passage6: 6.0, 
142;Bung00566;Bungalow 9m;Pignon Fenêtre clim reversible 10.;Pignon Fenêtre 5.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0; 1.0; 1.0; 0.5; 0.5;;chilly mazarin ;;
143;CONT108030;Container;;;;;;;;;;;;;;
144;CONT110024;Container;;;;;;;;;;;;;;
145;BUNG00133;Bungalow 9m;Pignon mi-Plein/mi-Fenetre 5.0;Pignon Fenêtre clim reversible 10.; 1.0; 1.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0; 0.5;Porte exterieure 5.0;Pignon #01 5.0;;;pignon1: Pignon mi-Plein/mi-Fenetre 5.0,  pignon2: Pignon Fenêtre clim reversible 10.,  longpan3: null,  longpan4: null,  longpan5: 1/2 long Pan Plein 2.5,  longpan6: 1/2 long Pan Plein 2.5,  cloison_int7: null,  cloison_int8: null,  cloison_pass9: null,  cloison_pass10: Porte exterieure 5.0,  kitchenette: Pignon #01 5.0,  config_sanitaires: null,  config_vestiaires: <n/a> 0.0,  config_WC_HF: <n/a> 0.0
146;BUNG00241;Bungalow 9m;Pignon Fenêtre 5.0;Pignon Fenêtre clim reversible 10.; 1.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0;Cloison Porte 4.0; 0.5;Panneau Passage 2.0;;;Réparation toiture(M2) 0.0, Echange Panneau 50/60 mmPU (U) 1.5, Echange fenêtre 2000mm (U) 3.5, Peinture extérieure (M2) 0.25, Peinture interieure(M2) 0.25, Barreaudage galva 100x130 (U) 1.0, Refection Lino(M2) 0.2 , , , ;
147;BUNG00871;Bungalow 9m;Pignon mi-Plein/mi-Fenetre 5.0;Pignon Fenêtre clim reversible 10.;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0; 1.0; 1.0;Panneau Passage 2.0; 0.5;Pignon #01 5.0;;;pignon1: Pignon mi-Plein/mi-Fenetre 5.0,  pignon2: Pignon Fenêtre clim reversible 10.,  longpan3: 1/2 long Pan Plein 2.5,  longpan4: 1/2 long Pan Plein 2.5,  longpan5: null,  longpan6: null,  cloison_int7: null,  cloison_int8: null,  cloison_pass9: Panneau Passage 2.0,  cloison_pass10: null,  kitchenette: Pignon #01 5.0,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: null
148;BUNG03510;Bungalow 6m;;;;;;;;;;;Pignon #02 5.0;;;
149;BUNG01333;Bungalow 9m;Pignon ferme 2.5;Pignon sanitaire/WC 10.;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Panneau Passage 2.0; 4.0;;;pignon1: Pignon ferme 2.5,  longpan3: 1/2 long Pan Plein 2.5,  longpan5: 1/2 long Pan Plein 2.5,  longpan6: 1/2 long Pan Plein 2.5,  cloison_int7: <vide> 1.0,  cloison_int8: <vide> 1.0,  cloison_pass9: Panneau Passage 2.0,  cloison_pass10: Panneau Passage 2.0,  kitchenette: <vide> 4.0,  config_sanitaires: <n/a> 0.0 , 
150;BUNG03382;Bungalow 6m;;;;;;;;;;; 4.0;;;
151;bung00427;Bungalow 9m;Pignon Fenêtre 5.0;Pignon sanitaire/WC 10.; 1.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;Cloison Porte 4.0;Cloison Porte 4.0;Panneau Passage 2.0;Panneau Passage 2.0;Pignon #01 5.0;;;pignon1: Pignon Fenêtre 5.0,  longpan3: <vide> 1.0,  longpan5: 1/2 long Pan Plein 2.5,  longpan6: 1/2 long Pan Plein 2.5,  cloison_int7: Cloison Porte 4.0,  cloison_int8: Cloison Porte 4.0,  cloison_pass9: Panneau Passage 2.0,  cloison_pass10: Panneau Passage 2.0,  kitchenette: Pignon #01 5.0,  config_WC_HF: <n/a> 0.0
152;BUNG04175;Bungalow 6m;;;;;;;;;;;;;;
153;bung00423;Bungalow 9m;;;;;;;;;;;;;;
154;BUNG03386;Bungalow 6m;;;;;;;;;;;;;;pignon1: Pignon Porte 2.5,  longpan3: Long Pan 6m standard 2.5,  longpan4: Long Pan 6m standard 2.5,  passage5: 6.0,  passage6: 6.0,  cloison7: null, 
155;BUNG00169;Bungalow 9m;Pignon ferme 2.5;Pignon ferme 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Panneau Passage 2.0; 4.0;;;
156;BUNG01052;Bungalow 9m;Pignon Fenêtre convecteur/window 10.;Pignon sanitaire/WC 10.;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0;1/2 long Pan Plein 2.5;Cloison Porte 4.0;Cloison Porte 4.0;Panneau Passage 2.0;Panneau Passage 2.0;;;;
157;BUNG04164;Bungalow 6m;;;;;;;;;;;;;;
158;Cont sc110001;Container;;;;;;;;;;;;;;
159;CONT05850010;Container;;;;;;;;;;;;;;
160;CONT110036;Container;;;;;;;;;;;;;;
161;BUNG00034;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon Fenêtre convecteur 7.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0; 0.5; 0.5; 4.0;;;
162;bung00408;Bungalow 9m;Pignon mi-Plein/mi-Fenetre 5.0;Pignon mi-Plein/mi-Fenetre 5.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;<vide> 1.0;<vide> 1.0;Porte exterieure 5.0;Panneau Passage 2.0;<vide> 4.0;;Réparation toiture(M2) 0.0, Nettoyage intérieur cantonnement (M2) 0.1, Peinture extérieure (M2) 0.25, Peinture interieure(M2) 0.25, Barreaudage galva 100x130 (U) 1.0, Echange Disjoncteur  C10/C16A (U) 0.25, Echange convecteur (U) 1.0, Echange sortie de cable (U) 0.25, Echange Fluo 36 W 1.20M (U) 0.25, Echange contact de fenêtres (U) 0.25, , , Lessivage armoire Vestiaire (U) 0.5, Echange Patères Vêtements 9p (U) 0.5, Echange Patères Chaussures 9p (U) 0.5, Echange Patères Bottes 9p (U) 0.5 , Echange Crochet intérieur armoire vestiaire (U) 0.1, Echange miroir inox (U) 0.1, Echange Armoire séchantes Collective (U) 2.0;pignon1: Pignon mi-Plein/mi-Fenetre 5.0,  pignon2: Pignon mi-Plein/mi-Fenetre 5.0,  longpan3: 1/2 long Pan Plein 2.5,  longpan4: 1/2 long Pan Plein 2.5,  longpan5: 1/2 long Pan Plein 2.5,  longpan6: 1/2 long Pan Plein 2.5,  cloison_int7: <vide> 1.0,  cloison_int8: <vide> 1.0,  cloison_pass9: Porte exterieure 5.0,  cloison_pass10: Panneau Passage 2.0,  kitchenette: <vide> 4.0,  config_sanitaires: null,  config_vestiaires: <n/a> 0.0,  config_WC_HF: null
163;BUNG00057;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon Fenêtre convecteur 7.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;<vide> 1.0;<vide> 1.0;Panneau Passage 2.0;Panneau Passage 2.0;<vide> 4.0;;;pignon1: Pignon Fenêtre convecteur 7.0,  pignon2: Pignon Fenêtre convecteur 7.0,  longpan3: 1/2 long Pan Plein 2.5,  longpan4: 1/2 long Pan Plein 2.5,  longpan5: 1/2 long Pan Plein 2.5,  longpan6: 1/2 long Pan Plein 2.5,  cloison_int7: <vide> 1.0,  cloison_int8: <vide> 1.0,  cloison_pass9: Panneau Passage 2.0,  cloison_pass10: Panneau Passage 2.0,  kitchenette: <vide> 4.0,  config_sanitaires: null,  config_vestiaires: communicant 11.5,  config_WC_HF: <n/a> 0.0
164;BUNG00017;Bungalow 9m;Pignon Fenêtre clim reversible 10.;Pignon Fenêtre clim reversible 10.;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;Cloison Porte 4.0;Cloison Porte 4.0;Panneau Passage 2.0;Porte exterieure 5.0;<vide> 4.0;;;pignon1: Pignon Fenêtre clim reversible 10.,  pignon2: Pignon Fenêtre clim reversible 10.,  longpan3: 1/2 long Pan Plein 2.5,  longpan4: 1/2 long Pan Plein 2.5,  longpan5: 1/2 long Pan Plein 2.5,  longpan6: 1/2 long Pan Plein 2.5,  cloison_int7: Cloison Porte 4.0,  cloison_int8: Cloison Porte 4.0,  cloison_pass9: Panneau Passage 2.0,  cloison_pass10: Porte exterieure 5.0,  kitchenette: <vide> 4.0,  config_sanitaires: null,  config_vestiaires: <n/a> 0.0,  config_WC_HF: <n/a> 0.0
165;BUNG00252;Bungalow 9m;Pignon Fenêtre clim reversible 10.;Pignon Fenêtre 5.0;<vide> 1.0;<vide> 1.0;<vide> 1.0;1/2 long Pan Plein 2.5;Cloison Porte 4.0;Cloison Porte 4.0;<vide> 0.5;<vide> 0.5;<vide> 4.0;;Echange canon de serrure(U) 0.5Echange convecteur (U) 1.0, , , ;pignon1: Pignon Fenêtre clim reversible 10.,  pignon2: Pignon Fenêtre 5.0,  longpan3: <vide> 1.0,  longpan4: <vide> 1.0,  longpan5: <vide> 1.0,  longpan6: 1/2 long Pan Plein 2.5,  cloison_int7: Cloison Porte 4.0,  cloison_int8: Cloison Porte 4.0,  cloison_pass9: <vide> 0.5,  cloison_pass10: <vide> 0.5,  kitchenette: <vide> 4.0,  config_sanitaires: null,  config_vestiaires: <n/a> 0.0,  config_WC_HF: <n/a> 0.0
166;Bung00598;Bungalow 9m;Pignon ferme 2.5;Pignon sanitaire/WC 10.;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Plein 2.0;Panneau Plein 2.0;;;; cloison_pass10: Panneau Plein 2.0, 
167;bung00999;Bungalow 9m;Pignon mi-Plein/mi-Fenetre 5.0;Pignon sanitaire/WC 10.;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;Cloison Porte 4.0;Cloison Porte 4.0;Panneau Passage 2.0;Porte exterieure 5.0;<vide> 4.0;;;pignon1: Pignon mi-Plein/mi-Fenetre 5.0,  pignon2: Pignon sanitaire/WC 10.,  longpan3: 1/2 long Pan Plein 2.5,  longpan4: 1/2 long Pan Plein 2.5,  longpan5: 1/2 long Pan Plein 2.5,  longpan6: 1/2 long Pan Plein 2.5,  cloison_int7: Cloison Porte 4.0,  cloison_int8: Cloison Porte 4.0,  cloison_pass9: Panneau Passage 2.0,  cloison_pass10: Porte exterieure 5.0,  kitchenette: <vide> 4.0,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: <n/a> 0.0
168;BUNG03043;Bungalow 6m;;;;;;;;;;;<vide> 4.0;tourville ;;
169;BUNG03365;Bungalow 6m;;;;;;;;;;;;;;pignon1: Pignon ferme 2.5,  pignon2: Pignon Fenêtre clim reversible 10.,  longpan3: Long Pan 6m standard 2.5,  longpan4: Long Pan 6m standard 2.5,  passage5: 0,0,  passage6: 0,0,  cloison7: null,  kitchenette: null,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: null
170;BUNG00158;Bungalow 9m;Pignon Fenêtre 5.0;Pignon Fenêtre 5.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;<vide> 1.0;<vide> 1.0;<vide> 1.0;<vide> 1.0;<vide> 0.5;<vide> 0.5;<vide> 4.0;;;pignon1: Pignon Fenêtre 5.0,  pignon2: Pignon Fenêtre 5.0,  longpan3: 1/2 long Pan Plein 2.5,  longpan4: 1/2 long Pan Plein 2.5,  longpan5: <vide> 1.0,  longpan6: <vide> 1.0,  cloison_int7: <vide> 1.0,  cloison_int8: <vide> 1.0,  cloison_pass9: <vide> 0.5,  cloison_pass10: <vide> 0.5,  kitchenette: <vide> 4.0,  config_sanitaires: null,  config_vestiaires: <n/a> 0.0,  config_WC_HF: <n/a> 0.0
171;BUNG03165;Bungalow 6m;;;;;;;;;;;;;;pignon1: Pignon Porte 2.5,  pignon2: Pignon sanitaire/WC 10.,  longpan3: Long Pan 6m standard 2.5,  longpan4: Long Pan 6m standard 2.5,  passage5: 0,0,  passage6: 0,0,  cloison7: null,  kitchenette: null,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: null
172;BUNG00239;Bungalow 9m;Pignon Fenêtre clim reversible 10.;Pignon Fenêtre 5.0;<vide> 1.0;<vide> 1.0;<vide> 1.0;<vide> 1.0;<vide> 1.0;<vide> 1.0;<vide> 0.5;<vide> 0.5;<vide> 4.0;;Réparation toiture(M2) 0.0, Nettoyage intérieur cantonnement (M2) 0.1, Peinture extérieure (M2) 0.25, Peinture interieure(M2) 0.25, Barreaudage galva 100x130 (U) 1.0Echange convecteur (U) 1.0, Echange BAES (U) 0.5, Echange Climatiseur Reversible (U) 4.0, , , ;pignon1: Pignon Fenêtre clim reversible 10.,  pignon2: Pignon Fenêtre 5.0,  longpan3: <vide> 1.0,  longpan4: <vide> 1.0,  longpan5: <vide> 1.0,  longpan6: <vide> 1.0,  cloison_int7: <vide> 1.0,  cloison_int8: <vide> 1.0,  cloison_pass9: <vide> 0.5,  cloison_pass10: <vide> 0.5,  kitchenette: <vide> 4.0,  config_sanitaires: null,  config_vestiaires: <n/a> 0.0,  config_WC_HF: <n/a> 0.0
173;BUNG00260;Bungalow 9m;Pignon Fenêtre 5.0;Pignon Fenêtre clim reversible 10.;1/2 long Pan Plein 2.5;<vide> 1.0;<vide> 1.0;<vide> 1.0;<vide> 1.0;<vide> 1.0;<vide> 0.5;<vide> 0.5;<vide> 4.0;;Peinture extérieure (M2) 0.25, _Sans réserve 0.0, Lessivage  Kitchenette (U) 2.0, Echange meuble jaune (U) 1.5, Lavage meuble jaune (U) 2.0, , ;pignon1: Pignon Fenêtre 5.0,  pignon2: Pignon Fenêtre clim reversible 10.,  longpan3: 1/2 long Pan Plein 2.5,  longpan4: <vide> 1.0,  longpan5: <vide> 1.0,  longpan6: <vide> 1.0,  cloison_int7: <vide> 1.0,  cloison_int8: <vide> 1.0,  cloison_pass9: <vide> 0.5,  cloison_pass10: <vide> 0.5,  kitchenette: <vide> 4.0,  config_sanitaires: null,  config_vestiaires: <n/a> 0.0,  config_WC_HF: <n/a> 0.0
174;BUNG03036;Bungalow 6m;;;;;;;;;;;<vide> 4.0;;;pignon1: Pignon Porte 2.5,  pignon2: Pignon sanitaire/WC 10.,  longpan3: Long Pan 6m standard 2.5,  longpan4: Long Pan 6m standard 2.5,  passage5: 0,0,  passage6: 0,0,  cloison7: null,  kitchenette: <vide> 4.0,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: null
